"Name","Commuting by Means of Transportation"
"Description","The share of individuals who worked in the last week by their usual means of transportation.&nbsp;""Public transit"" includes subway, bus, railroad, and ferry; ""Carpool, Taxi, Other"" includes motorcycle or any other method not listed."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table B08006 (2012-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes",""

Location,Means of Transportation,TimeFrame,DataFormat,Data,Fips
Greenwich Village,"Carpool, Taxi, Other",2018,Percent,0.04604,102
Lower East Side,"Carpool, Taxi, Other",2018,Percent,0.07188,103
Chelsea/Clinton,"Carpool, Taxi, Other",2018,Percent,0.04986,104
Midtown Business District,"Carpool, Taxi, Other",2018,Percent,0.04986,105
Murray Hill/Stuyvesant,"Carpool, Taxi, Other",2018,Percent,0.05471,106
Upper West Side,"Carpool, Taxi, Other",2018,Percent,0.06579,107
Upper East Side,"Carpool, Taxi, Other",2018,Percent,0.07564,108
Manhattanville,"Carpool, Taxi, Other",2018,Percent,0.01981,109
Central Harlem,"Carpool, Taxi, Other",2018,Percent,0.04178,110
East Harlem,"Carpool, Taxi, Other",2018,Percent,0.02991,111
Washington Heights,"Carpool, Taxi, Other",2018,Percent,0.05175,112
Mott Haven,"Carpool, Taxi, Other",2018,Percent,0.06843,201
Hunts Point,"Carpool, Taxi, Other",2018,Percent,0.06843,202
Morrisania,"Carpool, Taxi, Other",2018,Percent,0.07419,203
Concourse/Highbridge,"Carpool, Taxi, Other",2018,Percent,0.04132,204
University Heights,"Carpool, Taxi, Other",2018,Percent,0.05609,205
East Tremont,"Carpool, Taxi, Other",2018,Percent,0.07419,206
Bedford Park,"Carpool, Taxi, Other",2018,Percent,0.04978,207
Riverdale,"Carpool, Taxi, Other",2018,Percent,0.05769,208
Unionport/Soundview,"Carpool, Taxi, Other",2018,Percent,0.06227,209
Throgs Neck,"Carpool, Taxi, Other",2018,Percent,0.0798,210
Pelham Parkway,"Carpool, Taxi, Other",2018,Percent,0.08974,211
Williamsbridge,"Carpool, Taxi, Other",2018,Percent,0.1003,212
Williamsburg/Greenpoint,"Carpool, Taxi, Other",2018,Percent,0.03278,301
Fort Greene/Brooklyn Hts,"Carpool, Taxi, Other",2018,Percent,0.03892,302
Bedford Stuyvesant,"Carpool, Taxi, Other",2018,Percent,0.04318,303
Bushwick,"Carpool, Taxi, Other",2018,Percent,0.05281,304
East New York,"Carpool, Taxi, Other",2018,Percent,0.06132,305
Park Slope,"Carpool, Taxi, Other",2018,Percent,0.03175,306
Sunset Park,"Carpool, Taxi, Other",2018,Percent,0.0767,307
Crown Heights North,"Carpool, Taxi, Other",2018,Percent,0.03056,308
Crown Heights South,"Carpool, Taxi, Other",2018,Percent,0.04958,309
Bay Ridge,"Carpool, Taxi, Other",2018,Percent,0.05585,310
Bensonhurst,"Carpool, Taxi, Other",2018,Percent,0.0732,311
Borough Park,"Carpool, Taxi, Other",2018,Percent,0.08522,312
Coney Island,"Carpool, Taxi, Other",2018,Percent,0.04711,313
Flatbush/Midwood,"Carpool, Taxi, Other",2018,Percent,0.0432,314
Sheepshead Bay,"Carpool, Taxi, Other",2018,Percent,0.07941,315
East Flatbush,"Carpool, Taxi, Other",2018,Percent,0.04225,317
Canarsie,"Carpool, Taxi, Other",2018,Percent,0.08958,318
Astoria,"Carpool, Taxi, Other",2018,Percent,0.04506,401
Sunnyside/Woodside,"Carpool, Taxi, Other",2018,Percent,0.04806,402
Jackson Heights,"Carpool, Taxi, Other",2018,Percent,0.0462,403
Elmhurst/Corona,"Carpool, Taxi, Other",2018,Percent,0.03881,404
Ridgewood/Glendale,"Carpool, Taxi, Other",2018,Percent,0.05255,405
Rego Park/Forest Hills,"Carpool, Taxi, Other",2018,Percent,0.0586,406
Flushing,"Carpool, Taxi, Other",2018,Percent,0.13564,407
Fresh Meadows/Briarwood,"Carpool, Taxi, Other",2018,Percent,0.05828,408
Woodhaven,"Carpool, Taxi, Other",2018,Percent,0.09106,409
Howard Beach,"Carpool, Taxi, Other",2018,Percent,0.08079,410
Bayside,"Carpool, Taxi, Other",2018,Percent,0.10403,411
Jamaica/St. Albans,"Carpool, Taxi, Other",2018,Percent,0.0672,412
Queens Village,"Carpool, Taxi, Other",2018,Percent,0.07976,413
The Rockaways,"Carpool, Taxi, Other",2018,Percent,0.08338,414
St. George,"Carpool, Taxi, Other",2018,Percent,0.06136,501
South Beach,"Carpool, Taxi, Other",2018,Percent,0.09703,502
Tottenville,"Carpool, Taxi, Other",2018,Percent,0.08465,503
Bronx,"Carpool, Taxi, Other",2018,Percent,0.06781,36005
Brooklyn,"Carpool, Taxi, Other",2018,Percent,0.05391,36047
Manhattan,"Carpool, Taxi, Other",2018,Percent,0.05337,36061
Queens,"Carpool, Taxi, Other",2018,Percent,0.07052,36081
Staten Island,"Carpool, Taxi, Other",2018,Percent,0.07972,36085
New York City,"Carpool, Taxi, Other",2018,Percent,0.06178,3651000
Battery Park/Tribeca,"Carpool, Taxi, Other",2012,Percent,0.05742,101
Battery Park/Tribeca,Driving Alone,2012,Percent,0.04659,101
Greenwich Village,Driving Alone,2012,Percent,0.04659,102
Lower East Side,Driving Alone,2012,Percent,0.04158,103
Chelsea/Clinton,Driving Alone,2012,Percent,0.04852,104
Midtown Business District,Driving Alone,2012,Percent,0.04852,105
Murray Hill/Stuyvesant,Driving Alone,2012,Percent,0.07122,106
Upper West Side,Driving Alone,2012,Percent,0.05951,107
Upper East Side,Driving Alone,2012,Percent,0.07266,108
Manhattanville,Driving Alone,2012,Percent,0.09718,109
Central Harlem,Driving Alone,2012,Percent,0.07156,110
East Harlem,Driving Alone,2012,Percent,0.05972,111
Washington Heights,Driving Alone,2012,Percent,0.10525,112
Mott Haven,Driving Alone,2012,Percent,0.11313,201
Hunts Point,Driving Alone,2012,Percent,0.11313,202
Morrisania,Driving Alone,2012,Percent,0.16208,203
Concourse/Highbridge,Driving Alone,2012,Percent,0.18284,204
University Heights,Driving Alone,2012,Percent,0.13425,205
East Tremont,Driving Alone,2012,Percent,0.16208,206
Bedford Park,Driving Alone,2012,Percent,0.13328,207
Riverdale,Driving Alone,2012,Percent,0.25284,208
Unionport/Soundview,Driving Alone,2012,Percent,0.20487,209
Throgs Neck,Driving Alone,2012,Percent,0.39563,210
Pelham Parkway,Driving Alone,2012,Percent,0.29644,211
Williamsbridge,Driving Alone,2012,Percent,0.34935,212
Williamsburg/Greenpoint,Driving Alone,2012,Percent,0.10233,301
Fort Greene/Brooklyn Hts,Driving Alone,2012,Percent,0.08387,302
Bedford Stuyvesant,Driving Alone,2012,Percent,0.14991,303
Bushwick,Driving Alone,2012,Percent,0.11348,304
East New York,Driving Alone,2012,Percent,0.21383,305
Park Slope,Driving Alone,2012,Percent,0.0808,306
Sunset Park,Driving Alone,2012,Percent,0.10965,307
Crown Heights North,Driving Alone,2012,Percent,0.14452,308
Crown Heights South,Driving Alone,2012,Percent,0.11355,309
Bay Ridge,Driving Alone,2012,Percent,0.26756,310
Bensonhurst,Driving Alone,2012,Percent,0.21993,311
Borough Park,Driving Alone,2012,Percent,0.2383,312
Coney Island,Driving Alone,2012,Percent,0.25206,313
Flatbush/Midwood,Driving Alone,2012,Percent,0.24317,314
Sheepshead Bay,Driving Alone,2012,Percent,0.30676,315
Brownsville,Driving Alone,2012,Percent,0.17649,316
East Flatbush,Driving Alone,2012,Percent,0.24836,317
Canarsie,Driving Alone,2012,Percent,0.38738,318
Astoria,Driving Alone,2012,Percent,0.15037,401
Sunnyside/Woodside,Driving Alone,2012,Percent,0.15426,402
Jackson Heights,Driving Alone,2012,Percent,0.17089,403
Elmhurst/Corona,Driving Alone,2012,Percent,0.14213,404
Ridgewood/Glendale,Driving Alone,2012,Percent,0.31043,405
Rego Park/Forest Hills,Driving Alone,2012,Percent,0.21299,406
Flushing,Driving Alone,2012,Percent,0.34086,407
Fresh Meadows/Briarwood,Driving Alone,2012,Percent,0.40985,408
Woodhaven,Driving Alone,2012,Percent,0.32349,409
Howard Beach,Driving Alone,2012,Percent,0.42753,410
Bayside,Driving Alone,2012,Percent,0.54344,411
Jamaica/St. Albans,Driving Alone,2012,Percent,0.35177,412
Queens Village,Driving Alone,2012,Percent,0.53477,413
The Rockaways,Driving Alone,2012,Percent,0.45381,414
St. George,Driving Alone,2012,Percent,0.48135,501
South Beach,Driving Alone,2012,Percent,0.58811,502
Tottenville,Driving Alone,2012,Percent,0.64308,503
Bronx,Driving Alone,2012,Percent,0.22582,36005
Brooklyn,Driving Alone,2012,Percent,0.19522,36047
Manhattan,Driving Alone,2012,Percent,0.06708,36061
Queens,Driving Alone,2012,Percent,0.31882,36081
Staten Island,Driving Alone,2012,Percent,0.56858,36085
New York City,Driving Alone,2012,Percent,0.22586,3651000
Battery Park/Tribeca,Driving Alone,2013,Percent,0.03495,101
Greenwich Village,Driving Alone,2013,Percent,0.03495,102
Lower East Side,Driving Alone,2013,Percent,0.0635,103
Chelsea/Clinton,Driving Alone,2013,Percent,0.03356,104
Midtown Business District,Driving Alone,2013,Percent,0.03356,105
Murray Hill/Stuyvesant,Driving Alone,2013,Percent,0.04618,106
Upper West Side,Driving Alone,2013,Percent,0.0418,107
Upper East Side,Driving Alone,2013,Percent,0.07972,108
Manhattanville,Driving Alone,2013,Percent,0.03657,109
Central Harlem,Driving Alone,2013,Percent,0.06148,110
Washington Heights,Driving Alone,2013,Percent,0.07689,112
Mott Haven,Driving Alone,2013,Percent,0.10524,201
Hunts Point,Driving Alone,2013,Percent,0.10524,202
Morrisania,Driving Alone,2013,Percent,0.17618,203
Concourse/Highbridge,Driving Alone,2013,Percent,0.13018,204
University Heights,Driving Alone,2013,Percent,0.13993,205
East Tremont,Driving Alone,2013,Percent,0.17618,206
Bedford Park,Driving Alone,2013,Percent,0.12738,207
Riverdale,Driving Alone,2013,Percent,0.26277,208
Unionport/Soundview,Driving Alone,2013,Percent,0.22561,209
Pelham Parkway,Driving Alone,2013,Percent,0.26446,211
Williamsbridge,Driving Alone,2013,Percent,0.34861,212
Williamsburg/Greenpoint,Driving Alone,2013,Percent,0.08699,301
Fort Greene/Brooklyn Hts,Driving Alone,2013,Percent,0.06441,302
Bedford Stuyvesant,Driving Alone,2013,Percent,0.14435,303
Bushwick,Driving Alone,2013,Percent,0.09969,304
East New York,Driving Alone,2013,Percent,0.22699,305
Park Slope,Driving Alone,2013,Percent,0.08641,306
Sunset Park,Driving Alone,2013,Percent,0.10259,307
Crown Heights North,Driving Alone,2013,Percent,0.10049,308
Crown Heights South,Driving Alone,2013,Percent,0.17534,309
Bay Ridge,Driving Alone,2013,Percent,0.24205,310
Bensonhurst,Driving Alone,2013,Percent,0.194,311
Borough Park,Driving Alone,2013,Percent,0.19728,312
Coney Island,Driving Alone,2013,Percent,0.24658,313
Flatbush/Midwood,Driving Alone,2013,Percent,0.19157,314
Sheepshead Bay,Driving Alone,2013,Percent,0.27964,315
Brownsville,Driving Alone,2013,Percent,0.17897,316
East Flatbush,Driving Alone,2013,Percent,0.21133,317
Canarsie,Driving Alone,2013,Percent,0.37819,318
Astoria,Driving Alone,2013,Percent,0.15333,401
Sunnyside/Woodside,Driving Alone,2013,Percent,0.14593,402
Jackson Heights,Driving Alone,2013,Percent,0.19023,403
Elmhurst/Corona,Driving Alone,2013,Percent,0.12661,404
Ridgewood/Glendale,Driving Alone,2013,Percent,0.30518,405
Rego Park/Forest Hills,Driving Alone,2013,Percent,0.22104,406
Flushing,Driving Alone,2013,Percent,0.36314,407
Fresh Meadows/Briarwood,Driving Alone,2013,Percent,0.35166,408
Woodhaven,Driving Alone,2013,Percent,0.30518,409
Howard Beach,Driving Alone,2013,Percent,0.41118,410
Bayside,Driving Alone,2013,Percent,0.53266,411
Jamaica/St. Albans,Driving Alone,2013,Percent,0.36409,412
Queens Village,Driving Alone,2013,Percent,0.46623,413
The Rockaways,Driving Alone,2013,Percent,0.43459,414
St. George,Driving Alone,2013,Percent,0.49874,501
South Beach,Driving Alone,2013,Percent,0.55809,502
Tottenville,Driving Alone,2013,Percent,0.60219,503
Bronx,Driving Alone,2013,Percent,0.224,36005
Brooklyn,Driving Alone,2013,Percent,0.1795,36047
Manhattan,Driving Alone,2013,Percent,0.05542,36061
Queens,Driving Alone,2013,Percent,0.30568,36081
Staten Island,Driving Alone,2013,Percent,0.55293,36085
New York City,Driving Alone,2013,Percent,0.21358,3651000
Battery Park/Tribeca,Driving Alone,2014,Percent,0.04108,101
Greenwich Village,Driving Alone,2014,Percent,0.04108,102
Lower East Side,Driving Alone,2014,Percent,0.04691,103
Chelsea/Clinton,Driving Alone,2014,Percent,0.04397,104
Midtown Business District,Driving Alone,2014,Percent,0.04397,105
Murray Hill/Stuyvesant,Driving Alone,2014,Percent,0.03389,106
Upper West Side,Driving Alone,2014,Percent,0.06266,107
Upper East Side,Driving Alone,2014,Percent,0.05636,108
Manhattanville,Driving Alone,2014,Percent,0.07035,109
Central Harlem,Driving Alone,2014,Percent,0.09232,110
East Harlem,Driving Alone,2014,Percent,0.06603,111
Washington Heights,Driving Alone,2014,Percent,0.09082,112
Mott Haven,Driving Alone,2014,Percent,0.09578,201
Hunts Point,Driving Alone,2014,Percent,0.09578,202
Morrisania,Driving Alone,2014,Percent,0.16453,203
Concourse/Highbridge,Driving Alone,2014,Percent,0.11935,204
University Heights,Driving Alone,2014,Percent,0.13709,205
East Tremont,Driving Alone,2014,Percent,0.16453,206
Bedford Park,Driving Alone,2014,Percent,0.14659,207
Riverdale,Driving Alone,2014,Percent,0.23121,208
Unionport/Soundview,Driving Alone,2014,Percent,0.2588,209
Throgs Neck,Driving Alone,2014,Percent,0.43154,210
Pelham Parkway,Driving Alone,2014,Percent,0.31716,211
Williamsbridge,Driving Alone,2014,Percent,0.34724,212
Williamsburg/Greenpoint,Driving Alone,2014,Percent,0.15139,301
Fort Greene/Brooklyn Hts,Driving Alone,2014,Percent,0.08769,302
Bedford Stuyvesant,Driving Alone,2014,Percent,0.11708,303
Bushwick,Driving Alone,2014,Percent,0.1122,304
East New York,Driving Alone,2014,Percent,0.21591,305
Park Slope,Driving Alone,2014,Percent,0.09082,306
Sunset Park,Driving Alone,2014,Percent,0.10597,307
Crown Heights North,Driving Alone,2014,Percent,0.13963,308
Crown Heights South,Driving Alone,2014,Percent,0.11606,309
Bay Ridge,Driving Alone,2014,Percent,0.24818,310
Bensonhurst,Driving Alone,2014,Percent,0.19815,311
Borough Park,Driving Alone,2014,Percent,0.19011,312
Coney Island,Driving Alone,2014,Percent,0.25435,313
Flatbush/Midwood,Driving Alone,2014,Percent,0.21183,314
Sheepshead Bay,Driving Alone,2014,Percent,0.25468,315
Brownsville,Driving Alone,2014,Percent,0.20541,316
East Flatbush,Driving Alone,2014,Percent,0.22042,317
Canarsie,Driving Alone,2014,Percent,0.36461,318
Astoria,Driving Alone,2014,Percent,0.14911,401
Sunnyside/Woodside,Driving Alone,2014,Percent,0.17534,402
Jackson Heights,Driving Alone,2014,Percent,0.19417,403
Elmhurst/Corona,Driving Alone,2014,Percent,0.13252,404
Ridgewood/Glendale,Driving Alone,2014,Percent,0.3017,405
Rego Park/Forest Hills,Driving Alone,2014,Percent,0.23511,406
Flushing,Driving Alone,2014,Percent,0.36992,407
Fresh Meadows/Briarwood,Driving Alone,2014,Percent,0.37029,408
Woodhaven,Driving Alone,2014,Percent,0.28453,409
Howard Beach,Driving Alone,2014,Percent,0.43835,410
Bayside,Driving Alone,2014,Percent,0.52705,411
Jamaica/St. Albans,Driving Alone,2014,Percent,0.36271,412
Queens Village,Driving Alone,2014,Percent,0.56286,413
The Rockaways,Driving Alone,2014,Percent,0.42453,414
St. George,Driving Alone,2014,Percent,0.51268,501
South Beach,Driving Alone,2014,Percent,0.54314,502
Tottenville,Driving Alone,2014,Percent,0.65937,503
Bronx,Driving Alone,2014,Percent,0.22842,36005
Brooklyn,Driving Alone,2014,Percent,0.1851,36047
Manhattan,Driving Alone,2014,Percent,0.05876,36061
Queens,Driving Alone,2014,Percent,0.31842,36081
Staten Island,Driving Alone,2014,Percent,0.57464,36085
New York City,Driving Alone,2014,Percent,0.22062,3651000
Battery Park/Tribeca,Driving Alone,2015,Percent,0.05509,101
Greenwich Village,Driving Alone,2015,Percent,0.05509,102
Lower East Side,Driving Alone,2015,Percent,0.0537,103
Chelsea/Clinton,Driving Alone,2015,Percent,0.03076,104
Midtown Business District,Driving Alone,2015,Percent,0.03076,105
Murray Hill/Stuyvesant,Driving Alone,2015,Percent,0.02527,106
Upper West Side,Driving Alone,2015,Percent,0.05079,107
Upper East Side,Driving Alone,2015,Percent,0.07493,108
Manhattanville,Driving Alone,2015,Percent,0.06709,109
Central Harlem,Driving Alone,2015,Percent,0.07774,110
Washington Heights,Driving Alone,2015,Percent,0.07876,112
Mott Haven,Driving Alone,2015,Percent,0.148,201
Hunts Point,Driving Alone,2015,Percent,0.148,202
Morrisania,Driving Alone,2015,Percent,0.17726,203
Concourse/Highbridge,Driving Alone,2015,Percent,0.12747,204
University Heights,Driving Alone,2015,Percent,0.14563,205
East Tremont,Driving Alone,2015,Percent,0.17726,206
Bedford Park,Driving Alone,2015,Percent,0.15705,207
Riverdale,Driving Alone,2015,Percent,0.23663,208
Unionport/Soundview,Driving Alone,2015,Percent,0.23234,209
Throgs Neck,Driving Alone,2015,Percent,0.40842,210
Pelham Parkway,Driving Alone,2015,Percent,0.25425,211
Williamsbridge,Driving Alone,2015,Percent,0.30104,212
Williamsburg/Greenpoint,Driving Alone,2015,Percent,0.09475,301
Fort Greene/Brooklyn Hts,Driving Alone,2015,Percent,0.07309,302
Bedford Stuyvesant,Driving Alone,2015,Percent,0.13483,303
Bushwick,Driving Alone,2015,Percent,0.10224,304
East New York,Driving Alone,2015,Percent,0.22416,305
Park Slope,Driving Alone,2015,Percent,0.08025,306
Sunset Park,Driving Alone,2015,Percent,0.0952,307
Crown Heights North,Driving Alone,2015,Percent,0.11128,308
Crown Heights South,Driving Alone,2015,Percent,0.1094,309
Bay Ridge,Driving Alone,2015,Percent,0.27278,310
Bensonhurst,Driving Alone,2015,Percent,0.22136,311
Borough Park,Driving Alone,2015,Percent,0.23623,312
Coney Island,Driving Alone,2015,Percent,0.23622,313
Flatbush/Midwood,Driving Alone,2015,Percent,0.19842,314
Sheepshead Bay,Driving Alone,2015,Percent,0.27859,315
East Flatbush,Driving Alone,2015,Percent,0.2269,317
Canarsie,Driving Alone,2015,Percent,0.38486,318
Astoria,Driving Alone,2015,Percent,0.13971,401
Sunnyside/Woodside,Driving Alone,2015,Percent,0.17101,402
Jackson Heights,Driving Alone,2015,Percent,0.20203,403
Elmhurst/Corona,Driving Alone,2015,Percent,0.15526,404
Ridgewood/Glendale,Driving Alone,2015,Percent,0.30471,405
Rego Park/Forest Hills,Driving Alone,2015,Percent,0.2239,406
Flushing,Driving Alone,2015,Percent,0.36909,407
Fresh Meadows/Briarwood,Driving Alone,2015,Percent,0.35191,408
Woodhaven,Driving Alone,2015,Percent,0.30294,409
Howard Beach,Driving Alone,2015,Percent,0.40557,410
Bayside,Driving Alone,2015,Percent,0.56207,411
Jamaica/St. Albans,Driving Alone,2015,Percent,0.37025,412
Queens Village,Driving Alone,2015,Percent,0.50528,413
The Rockaways,Driving Alone,2015,Percent,0.46287,414
St. George,Driving Alone,2015,Percent,0.45965,501
South Beach,Driving Alone,2015,Percent,0.5673,502
Tottenville,Driving Alone,2015,Percent,0.6544,503
Bronx,Driving Alone,2015,Percent,0.21883,36005
Brooklyn,Driving Alone,2015,Percent,0.18322,36047
Manhattan,Driving Alone,2015,Percent,0.05756,36061
Queens,Driving Alone,2015,Percent,0.32016,36081
Staten Island,Driving Alone,2015,Percent,0.56344,36085
New York City,Driving Alone,2015,Percent,0.21821,3651000
Battery Park/Tribeca,Driving Alone,2016,Percent,0.04996,101
Greenwich Village,Driving Alone,2016,Percent,0.04996,102
Lower East Side,Driving Alone,2016,Percent,0.06035,103
Chelsea/Clinton,Driving Alone,2016,Percent,0.0477,104
Midtown Business District,Driving Alone,2016,Percent,0.0477,105
Murray Hill/Stuyvesant,Driving Alone,2016,Percent,0.03391,106
Upper West Side,Driving Alone,2016,Percent,0.04971,107
Upper East Side,Driving Alone,2016,Percent,0.07322,108
Manhattanville,Driving Alone,2016,Percent,0.0405,109
Central Harlem,Driving Alone,2016,Percent,0.05886,110
East Harlem,Driving Alone,2016,Percent,0.08661,111
Washington Heights,Driving Alone,2016,Percent,0.09195,112
Mott Haven,Driving Alone,2016,Percent,0.14145,201
Hunts Point,Driving Alone,2016,Percent,0.14145,202
Morrisania,Driving Alone,2016,Percent,0.16636,203
Concourse/Highbridge,Driving Alone,2016,Percent,0.12772,204
University Heights,Driving Alone,2016,Percent,0.14469,205
East Tremont,Driving Alone,2016,Percent,0.16636,206
Bedford Park,Driving Alone,2016,Percent,0.13939,207
Riverdale,Driving Alone,2016,Percent,0.27657,208
Unionport/Soundview,Driving Alone,2016,Percent,0.25079,209
Throgs Neck,Driving Alone,2016,Percent,0.45292,210
Pelham Parkway,Driving Alone,2016,Percent,0.29722,211
Williamsbridge,Driving Alone,2016,Percent,0.35702,212
Williamsburg/Greenpoint,Driving Alone,2016,Percent,0.07484,301
Fort Greene/Brooklyn Hts,Driving Alone,2016,Percent,0.07445,302
Bedford Stuyvesant,Driving Alone,2016,Percent,0.11416,303
Bushwick,Driving Alone,2016,Percent,0.11092,304
East New York,Driving Alone,2016,Percent,0.24895,305
Park Slope,Driving Alone,2016,Percent,0.06667,306
Sunset Park,Driving Alone,2016,Percent,0.10087,307
Crown Heights North,Driving Alone,2016,Percent,0.10364,308
Crown Heights South,Driving Alone,2016,Percent,0.14193,309
Bay Ridge,Driving Alone,2016,Percent,0.21571,310
Bensonhurst,Driving Alone,2016,Percent,0.23397,311
Borough Park,Driving Alone,2016,Percent,0.19809,312
Coney Island,Driving Alone,2016,Percent,0.26544,313
Flatbush/Midwood,Driving Alone,2016,Percent,0.16717,314
Sheepshead Bay,Driving Alone,2016,Percent,0.28059,315
Brownsville,Driving Alone,2016,Percent,0.18409,316
East Flatbush,Driving Alone,2016,Percent,0.2339,317
Canarsie,Driving Alone,2016,Percent,0.38598,318
Astoria,Driving Alone,2016,Percent,0.1269,401
Sunnyside/Woodside,Driving Alone,2016,Percent,0.14397,402
Jackson Heights,Driving Alone,2016,Percent,0.18394,403
Elmhurst/Corona,Driving Alone,2016,Percent,0.12975,404
Ridgewood/Glendale,Driving Alone,2016,Percent,0.31472,405
Rego Park/Forest Hills,Driving Alone,2016,Percent,0.22378,406
Flushing,Driving Alone,2016,Percent,0.34421,407
Fresh Meadows/Briarwood,Driving Alone,2016,Percent,0.4176,408
Woodhaven,Driving Alone,2016,Percent,0.26152,409
Howard Beach,Driving Alone,2016,Percent,0.44684,410
Bayside,Driving Alone,2016,Percent,0.45167,411
Jamaica/St. Albans,Driving Alone,2016,Percent,0.37987,412
Queens Village,Driving Alone,2016,Percent,0.49571,413
The Rockaways,Driving Alone,2016,Percent,0.47128,414
St. George,Driving Alone,2016,Percent,0.47852,501
South Beach,Driving Alone,2016,Percent,0.54685,502
Tottenville,Driving Alone,2016,Percent,0.67365,503
Bronx,Driving Alone,2016,Percent,0.23212,36005
Brooklyn,Driving Alone,2016,Percent,0.1794,36047
Manhattan,Driving Alone,2016,Percent,0.06027,36061
Queens,Driving Alone,2016,Percent,0.31343,36081
Staten Island,Driving Alone,2016,Percent,0.56746,36085
New York City,Driving Alone,2016,Percent,0.21846,3651000
Battery Park/Tribeca,Driving Alone,2017,Percent,0.04922,101
Greenwich Village,Driving Alone,2017,Percent,0.04922,102
Lower East Side,Driving Alone,2017,Percent,0.04743,103
Chelsea/Clinton,Driving Alone,2017,Percent,0.0543,104
Midtown Business District,Driving Alone,2017,Percent,0.0543,105
Murray Hill/Stuyvesant,Driving Alone,2017,Percent,0.05275,106
Upper West Side,Driving Alone,2017,Percent,0.0645,107
Upper East Side,Driving Alone,2017,Percent,0.07505,108
Central Harlem,Driving Alone,2017,Percent,0.09914,110
East Harlem,Driving Alone,2017,Percent,0.07806,111
Washington Heights,Driving Alone,2017,Percent,0.06501,112
Mott Haven,Driving Alone,2017,Percent,0.16593,201
Hunts Point,Driving Alone,2017,Percent,0.16593,202
Morrisania,Driving Alone,2017,Percent,0.20327,203
Concourse/Highbridge,Driving Alone,2017,Percent,0.13599,204
University Heights,Driving Alone,2017,Percent,0.15294,205
East Tremont,Driving Alone,2017,Percent,0.20327,206
Bedford Park,Driving Alone,2017,Percent,0.17486,207
Riverdale,Driving Alone,2017,Percent,0.24356,208
Unionport/Soundview,Driving Alone,2017,Percent,0.23966,209
Throgs Neck,Driving Alone,2017,Percent,0.40344,210
Pelham Parkway,Driving Alone,2017,Percent,0.31243,211
Williamsbridge,Driving Alone,2017,Percent,0.3633,212
Williamsburg/Greenpoint,Driving Alone,2017,Percent,0.09915,301
Fort Greene/Brooklyn Hts,Driving Alone,2017,Percent,0.05916,302
Bedford Stuyvesant,Driving Alone,2017,Percent,0.15321,303
Bushwick,Driving Alone,2017,Percent,0.14385,304
East New York,Driving Alone,2017,Percent,0.19369,305
Park Slope,Driving Alone,2017,Percent,0.08059,306
Sunset Park,Driving Alone,2017,Percent,0.114,307
Crown Heights North,Driving Alone,2017,Percent,0.1055,308
Crown Heights South,Driving Alone,2017,Percent,0.13056,309
Bay Ridge,Driving Alone,2017,Percent,0.23911,310
Bensonhurst,Driving Alone,2017,Percent,0.20733,311
Borough Park,Driving Alone,2017,Percent,0.25103,312
Flatbush/Midwood,Driving Alone,2017,Percent,0.21262,314
Sheepshead Bay,Driving Alone,2017,Percent,0.31298,315
East Flatbush,Driving Alone,2017,Percent,0.24283,317
Canarsie,Driving Alone,2017,Percent,0.34285,318
Astoria,Driving Alone,2017,Percent,0.14293,401
Sunnyside/Woodside,Driving Alone,2017,Percent,0.18478,402
Jackson Heights,Driving Alone,2017,Percent,0.15947,403
Elmhurst/Corona,Driving Alone,2017,Percent,0.16681,404
Ridgewood/Glendale,Driving Alone,2017,Percent,0.31063,405
Rego Park/Forest Hills,Driving Alone,2017,Percent,0.20662,406
Flushing,Driving Alone,2017,Percent,0.32595,407
Fresh Meadows/Briarwood,Driving Alone,2017,Percent,0.39142,408
Woodhaven,Driving Alone,2017,Percent,0.2877,409
Howard Beach,Driving Alone,2017,Percent,0.44561,410
Bayside,Driving Alone,2017,Percent,0.47346,411
Jamaica/St. Albans,Driving Alone,2017,Percent,0.39741,412
Queens Village,Driving Alone,2017,Percent,0.52566,413
The Rockaways,Driving Alone,2017,Percent,0.46683,414
St. George,Driving Alone,2017,Percent,0.50363,501
South Beach,Driving Alone,2017,Percent,0.53046,502
Tottenville,Driving Alone,2017,Percent,0.61705,503
Bronx,Driving Alone,2017,Percent,0.23911,36005
Brooklyn,Driving Alone,2017,Percent,0.18606,36047
Manhattan,Driving Alone,2017,Percent,0.06468,36061
Queens,Driving Alone,2017,Percent,0.31947,36081
Staten Island,Driving Alone,2017,Percent,0.55099,36085
New York City,Driving Alone,2017,Percent,0.22338,3651000
Battery Park/Tribeca,Driving Alone,2018,Percent,0.03762,101
Greenwich Village,Driving Alone,2018,Percent,0.03762,102
Lower East Side,Driving Alone,2018,Percent,0.04659,103
Chelsea/Clinton,Driving Alone,2018,Percent,0.04573,104
Midtown Business District,Driving Alone,2018,Percent,0.04573,105
Murray Hill/Stuyvesant,Driving Alone,2018,Percent,0.04645,106
Upper West Side,Driving Alone,2018,Percent,0.048,107
Upper East Side,Driving Alone,2018,Percent,0.06574,108
Manhattanville,Driving Alone,2018,Percent,0.06545,109
Central Harlem,Driving Alone,2018,Percent,0.08089,110
East Harlem,Driving Alone,2018,Percent,0.04865,111
