"Name","Commuting by Means of Transportation"
"Description","The share of individuals who worked in the last week by their usual means of transportation.&nbsp;""Public transit"" includes subway, bus, railroad, and ferry; ""Carpool, Taxi, Other"" includes motorcycle or any other method not listed."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table B08006 (2012-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes",""

Location,Means of Transportation,TimeFrame,DataFormat,Data,Fips
New York City,Work at Home,2012,Percent,0.04064,3651000
Battery Park/Tribeca,Work at Home,2013,Percent,0.07171,101
Greenwich Village,Work at Home,2013,Percent,0.07171,102
Lower East Side,Work at Home,2013,Percent,0.06538,103
Chelsea/Clinton,Work at Home,2013,Percent,0.07672,104
Midtown Business District,Work at Home,2013,Percent,0.07672,105
Murray Hill/Stuyvesant,Work at Home,2013,Percent,0.04129,106
Upper West Side,Work at Home,2013,Percent,0.05487,107
Upper East Side,Work at Home,2013,Percent,0.09229,108
Manhattanville,Work at Home,2013,Percent,0.07602,109
Central Harlem,Work at Home,2013,Percent,0.0672,110
Washington Heights,Work at Home,2013,Percent,0.07495,112
Mott Haven,Work at Home,2013,Percent,0.04873,201
Hunts Point,Work at Home,2013,Percent,0.04873,202
Morrisania,Work at Home,2013,Percent,0.03256,203
Concourse/Highbridge,Work at Home,2013,Percent,0.02217,204
University Heights,Work at Home,2013,Percent,0.05699,205
East Tremont,Work at Home,2013,Percent,0.03256,206
Bedford Park,Work at Home,2013,Percent,0.03625,207
Riverdale,Work at Home,2013,Percent,0.02996,208
Unionport/Soundview,Work at Home,2013,Percent,0.01475,209
Pelham Parkway,Work at Home,2013,Percent,0.03379,211
Williamsbridge,Work at Home,2013,Percent,0.0196,212
Williamsburg/Greenpoint,Work at Home,2013,Percent,0.07934,301
Fort Greene/Brooklyn Hts,Work at Home,2013,Percent,0.08372,302
Bedford Stuyvesant,Work at Home,2013,Percent,0.04001,303
Bushwick,Work at Home,2013,Percent,0.0195,304
East New York,Work at Home,2013,Percent,0.02225,305
Park Slope,Work at Home,2013,Percent,0.10684,306
Sunset Park,Work at Home,2013,Percent,0.02795,307
Crown Heights North,Work at Home,2013,Percent,0.053,308
Crown Heights South,Work at Home,2013,Percent,0.03536,309
Bay Ridge,Work at Home,2013,Percent,0.02543,310
Bensonhurst,Work at Home,2013,Percent,0.01258,311
Borough Park,Work at Home,2013,Percent,0.0583,312
Coney Island,Work at Home,2013,Percent,0.02446,313
Flatbush/Midwood,Work at Home,2013,Percent,0.04658,314
Sheepshead Bay,Work at Home,2013,Percent,0.03296,315
Brownsville,Work at Home,2013,Percent,0.01794,316
East Flatbush,Work at Home,2013,Percent,0.02009,317
Canarsie,Work at Home,2013,Percent,0.02416,318
Astoria,Work at Home,2013,Percent,0.04872,401
Sunnyside/Woodside,Work at Home,2013,Percent,0.02215,402
Jackson Heights,Work at Home,2013,Percent,0.00873,403
Elmhurst/Corona,Work at Home,2013,Percent,0.02185,404
Ridgewood/Glendale,Work at Home,2013,Percent,0.03057,405
Rego Park/Forest Hills,Work at Home,2013,Percent,0.04055,406
Flushing,Work at Home,2013,Percent,0.02798,407
Fresh Meadows/Briarwood,Work at Home,2013,Percent,0.02158,408
Woodhaven,Work at Home,2013,Percent,0.02224,409
Howard Beach,Work at Home,2013,Percent,0.02049,410
Bayside,Work at Home,2013,Percent,0.0473,411
Jamaica/St. Albans,Work at Home,2013,Percent,0.02574,412
Queens Village,Work at Home,2013,Percent,0.02534,413
The Rockaways,Work at Home,2013,Percent,0.03951,414
St. George,Work at Home,2013,Percent,0.02883,501
South Beach,Work at Home,2013,Percent,0.03457,502
Tottenville,Work at Home,2013,Percent,0.01331,503
Bronx,Work at Home,2013,Percent,0.03159,36005
Brooklyn,Work at Home,2013,Percent,0.04139,36047
Manhattan,Work at Home,2013,Percent,0.06759,36061
Queens,Work at Home,2013,Percent,0.02814,36081
Staten Island,Work at Home,2013,Percent,0.02491,36085
New York City,Work at Home,2013,Percent,0.0413,3651000
Battery Park/Tribeca,Work at Home,2014,Percent,0.07491,101
Greenwich Village,Work at Home,2014,Percent,0.07491,102
Lower East Side,Work at Home,2014,Percent,0.04708,103
Chelsea/Clinton,Work at Home,2014,Percent,0.07516,104
Midtown Business District,Work at Home,2014,Percent,0.07516,105
Murray Hill/Stuyvesant,Work at Home,2014,Percent,0.07965,106
Upper West Side,Work at Home,2014,Percent,0.07387,107
Upper East Side,Work at Home,2014,Percent,0.06628,108
Manhattanville,Work at Home,2014,Percent,0.04841,109
Central Harlem,Work at Home,2014,Percent,0.03809,110
East Harlem,Work at Home,2014,Percent,0.0299,111
Washington Heights,Work at Home,2014,Percent,0.04981,112
Mott Haven,Work at Home,2014,Percent,0.03443,201
Hunts Point,Work at Home,2014,Percent,0.03443,202
Morrisania,Work at Home,2014,Percent,0.04255,203
Concourse/Highbridge,Work at Home,2014,Percent,0.04489,204
University Heights,Work at Home,2014,Percent,0.05357,205
East Tremont,Work at Home,2014,Percent,0.04255,206
Bedford Park,Work at Home,2014,Percent,0.04025,207
Riverdale,Work at Home,2014,Percent,0.05209,208
Unionport/Soundview,Work at Home,2014,Percent,0.02108,209
Throgs Neck,Work at Home,2014,Percent,0.02195,210
Pelham Parkway,Work at Home,2014,Percent,0.02913,211
Williamsbridge,Work at Home,2014,Percent,0.02073,212
Williamsburg/Greenpoint,Work at Home,2014,Percent,0.05727,301
Fort Greene/Brooklyn Hts,Work at Home,2014,Percent,0.08079,302
Bedford Stuyvesant,Work at Home,2014,Percent,0.04569,303
Bushwick,Work at Home,2014,Percent,0.04565,304
East New York,Work at Home,2014,Percent,0.01477,305
Park Slope,Work at Home,2014,Percent,0.09265,306
Sunset Park,Work at Home,2014,Percent,0.03032,307
Crown Heights North,Work at Home,2014,Percent,0.03261,308
Crown Heights South,Work at Home,2014,Percent,0.0378,309
Bay Ridge,Work at Home,2014,Percent,0.03845,310
Bensonhurst,Work at Home,2014,Percent,0.02163,311
Borough Park,Work at Home,2014,Percent,0.03709,312
Coney Island,Work at Home,2014,Percent,0.0112,313
Flatbush/Midwood,Work at Home,2014,Percent,0.02551,314
Sheepshead Bay,Work at Home,2014,Percent,0.03624,315
Brownsville,Work at Home,2014,Percent,0.02654,316
East Flatbush,Work at Home,2014,Percent,0.02748,317
Canarsie,Work at Home,2014,Percent,0.02401,318
Astoria,Work at Home,2014,Percent,0.03621,401
Sunnyside/Woodside,Work at Home,2014,Percent,0.02397,402
Jackson Heights,Work at Home,2014,Percent,0.00896,403
Elmhurst/Corona,Work at Home,2014,Percent,0.01241,404
Ridgewood/Glendale,Work at Home,2014,Percent,0.02356,405
Rego Park/Forest Hills,Work at Home,2014,Percent,0.04831,406
Flushing,Work at Home,2014,Percent,0.0228,407
Fresh Meadows/Briarwood,Work at Home,2014,Percent,0.03203,408
Woodhaven,Work at Home,2014,Percent,0.03724,409
Howard Beach,Work at Home,2014,Percent,0.01053,410
Bayside,Work at Home,2014,Percent,0.03738,411
Jamaica/St. Albans,Work at Home,2014,Percent,0.01492,412
Queens Village,Work at Home,2014,Percent,0.02533,413
The Rockaways,Work at Home,2014,Percent,0.02235,414
St. George,Work at Home,2014,Percent,0.01498,501
South Beach,Work at Home,2014,Percent,0.04526,502
Tottenville,Work at Home,2014,Percent,0.02247,503
Bronx,Work at Home,2014,Percent,0.03502,36005
Brooklyn,Work at Home,2014,Percent,0.03886,36047
Manhattan,Work at Home,2014,Percent,0.06186,36061
Queens,Work at Home,2014,Percent,0.02463,36081
Staten Island,Work at Home,2014,Percent,0.02603,36085
New York City,Work at Home,2014,Percent,0.03883,3651000
Battery Park/Tribeca,Work at Home,2015,Percent,0.08788,101
Greenwich Village,Work at Home,2015,Percent,0.08788,102
Lower East Side,Work at Home,2015,Percent,0.03916,103
Chelsea/Clinton,Work at Home,2015,Percent,0.05625,104
Midtown Business District,Work at Home,2015,Percent,0.05625,105
Murray Hill/Stuyvesant,Work at Home,2015,Percent,0.08544,106
Upper West Side,Work at Home,2015,Percent,0.09956,107
Upper East Side,Work at Home,2015,Percent,0.07428,108
Manhattanville,Work at Home,2015,Percent,0.05698,109
Central Harlem,Work at Home,2015,Percent,0.04962,110
Washington Heights,Work at Home,2015,Percent,0.06383,112
Mott Haven,Work at Home,2015,Percent,0.04351,201
Hunts Point,Work at Home,2015,Percent,0.04351,202
Morrisania,Work at Home,2015,Percent,0.02865,203
Concourse/Highbridge,Work at Home,2015,Percent,0.01789,204
University Heights,Work at Home,2015,Percent,0.03283,205
East Tremont,Work at Home,2015,Percent,0.02865,206
Bedford Park,Work at Home,2015,Percent,0.02959,207
Riverdale,Work at Home,2015,Percent,0.06555,208
Unionport/Soundview,Work at Home,2015,Percent,0.02069,209
Throgs Neck,Work at Home,2015,Percent,0.02386,210
Pelham Parkway,Work at Home,2015,Percent,0.03514,211
Williamsbridge,Work at Home,2015,Percent,0.01789,212
Williamsburg/Greenpoint,Work at Home,2015,Percent,0.04542,301
Fort Greene/Brooklyn Hts,Work at Home,2015,Percent,0.081,302
Bedford Stuyvesant,Work at Home,2015,Percent,0.04004,303
Bushwick,Work at Home,2015,Percent,0.04615,304
East New York,Work at Home,2015,Percent,0.03078,305
Park Slope,Work at Home,2015,Percent,0.09337,306
Sunset Park,Work at Home,2015,Percent,0.03563,307
Crown Heights North,Work at Home,2015,Percent,0.04672,308
Crown Heights South,Work at Home,2015,Percent,0.04107,309
Bay Ridge,Work at Home,2015,Percent,0.03924,310
Bensonhurst,Work at Home,2015,Percent,0.02127,311
Borough Park,Work at Home,2015,Percent,0.04317,312
Coney Island,Work at Home,2015,Percent,0.02364,313
Flatbush/Midwood,Work at Home,2015,Percent,0.04359,314
Sheepshead Bay,Work at Home,2015,Percent,0.0327,315
East Flatbush,Work at Home,2015,Percent,0.02842,317
Canarsie,Work at Home,2015,Percent,0.0178,318
Astoria,Work at Home,2015,Percent,0.03266,401
Sunnyside/Woodside,Work at Home,2015,Percent,0.02911,402
Jackson Heights,Work at Home,2015,Percent,0.01592,403
Elmhurst/Corona,Work at Home,2015,Percent,0.00838,404
Ridgewood/Glendale,Work at Home,2015,Percent,0.0263,405
Rego Park/Forest Hills,Work at Home,2015,Percent,0.03567,406
Flushing,Work at Home,2015,Percent,0.01516,407
Fresh Meadows/Briarwood,Work at Home,2015,Percent,0.0325,408
Woodhaven,Work at Home,2015,Percent,0.01745,409
Howard Beach,Work at Home,2015,Percent,0.0235,410
Bayside,Work at Home,2015,Percent,0.0262,411
Jamaica/St. Albans,Work at Home,2015,Percent,0.01967,412
Queens Village,Work at Home,2015,Percent,0.02041,413
The Rockaways,Work at Home,2015,Percent,0.02339,414
St. George,Work at Home,2015,Percent,0.02393,501
South Beach,Work at Home,2015,Percent,0.02705,502
Tottenville,Work at Home,2015,Percent,0.02004,503
Bronx,Work at Home,2015,Percent,0.0306,36005
Brooklyn,Work at Home,2015,Percent,0.04055,36047
Manhattan,Work at Home,2015,Percent,0.06919,36061
Queens,Work at Home,2015,Percent,0.02301,36081
Staten Island,Work at Home,2015,Percent,0.0234,36085
New York City,Work at Home,2015,Percent,0.0397,3651000
Battery Park/Tribeca,Work at Home,2016,Percent,0.09501,101
Greenwich Village,Work at Home,2016,Percent,0.09501,102
Lower East Side,Work at Home,2016,Percent,0.05678,103
Chelsea/Clinton,Work at Home,2016,Percent,0.06724,104
Midtown Business District,Work at Home,2016,Percent,0.06724,105
Murray Hill/Stuyvesant,Work at Home,2016,Percent,0.06034,106
Upper West Side,Work at Home,2016,Percent,0.09984,107
Upper East Side,Work at Home,2016,Percent,0.07859,108
Manhattanville,Work at Home,2016,Percent,0.07076,109
Central Harlem,Work at Home,2016,Percent,0.06625,110
East Harlem,Work at Home,2016,Percent,0.03537,111
Washington Heights,Work at Home,2016,Percent,0.052,112
Mott Haven,Work at Home,2016,Percent,0.02034,201
Hunts Point,Work at Home,2016,Percent,0.02034,202
Morrisania,Work at Home,2016,Percent,0.04433,203
Concourse/Highbridge,Work at Home,2016,Percent,0.03617,204
University Heights,Work at Home,2016,Percent,0.03637,205
East Tremont,Work at Home,2016,Percent,0.04433,206
Bedford Park,Work at Home,2016,Percent,0.03785,207
Riverdale,Work at Home,2016,Percent,0.04847,208
Unionport/Soundview,Work at Home,2016,Percent,0.02148,209
Throgs Neck,Work at Home,2016,Percent,0.02728,210
Pelham Parkway,Work at Home,2016,Percent,0.04338,211
Williamsbridge,Work at Home,2016,Percent,0.01708,212
Williamsburg/Greenpoint,Work at Home,2016,Percent,0.05577,301
Fort Greene/Brooklyn Hts,Work at Home,2016,Percent,0.0808,302
Bedford Stuyvesant,Work at Home,2016,Percent,0.04535,303
Bushwick,Work at Home,2016,Percent,0.04383,304
East New York,Work at Home,2016,Percent,0.01819,305
Park Slope,Work at Home,2016,Percent,0.10055,306
Sunset Park,Work at Home,2016,Percent,0.01978,307
Crown Heights North,Work at Home,2016,Percent,0.06031,308
Crown Heights South,Work at Home,2016,Percent,0.04955,309
Bay Ridge,Work at Home,2016,Percent,0.0391,310
Bensonhurst,Work at Home,2016,Percent,0.0406,311
Borough Park,Work at Home,2016,Percent,0.04552,312
Coney Island,Work at Home,2016,Percent,0.0698,313
Flatbush/Midwood,Work at Home,2016,Percent,0.04121,314
Sheepshead Bay,Work at Home,2016,Percent,0.07656,315
Brownsville,Work at Home,2016,Percent,0.02139,316
East Flatbush,Work at Home,2016,Percent,0.02252,317
Canarsie,Work at Home,2016,Percent,0.02553,318
Astoria,Work at Home,2016,Percent,0.0315,401
Sunnyside/Woodside,Work at Home,2016,Percent,0.03702,402
Jackson Heights,Work at Home,2016,Percent,0.01743,403
Elmhurst/Corona,Work at Home,2016,Percent,0.02261,404
Ridgewood/Glendale,Work at Home,2016,Percent,0.01898,405
Rego Park/Forest Hills,Work at Home,2016,Percent,0.06022,406
Flushing,Work at Home,2016,Percent,0.01776,407
Fresh Meadows/Briarwood,Work at Home,2016,Percent,0.03461,408
Woodhaven,Work at Home,2016,Percent,0.02699,409
Howard Beach,Work at Home,2016,Percent,0.01913,410
Bayside,Work at Home,2016,Percent,0.03411,411
Jamaica/St. Albans,Work at Home,2016,Percent,0.01759,412
Queens Village,Work at Home,2016,Percent,0.02426,413
The Rockaways,Work at Home,2016,Percent,0.02255,414
St. George,Work at Home,2016,Percent,0.02574,501
South Beach,Work at Home,2016,Percent,0.03653,502
Tottenville,Work at Home,2016,Percent,0.0254,503
Bronx,Work at Home,2016,Percent,0.03269,36005
Brooklyn,Work at Home,2016,Percent,0.04749,36047
Manhattan,Work at Home,2016,Percent,0.07052,36061
Queens,Work at Home,2016,Percent,0.0262,36081
Staten Island,Work at Home,2016,Percent,0.02877,36085
New York City,Work at Home,2016,Percent,0.04347,3651000
Battery Park/Tribeca,Work at Home,2017,Percent,0.08473,101
Greenwich Village,Work at Home,2017,Percent,0.08473,102
Lower East Side,Work at Home,2017,Percent,0.05843,103
Chelsea/Clinton,Work at Home,2017,Percent,0.06159,104
Midtown Business District,Work at Home,2017,Percent,0.06159,105
Murray Hill/Stuyvesant,Work at Home,2017,Percent,0.08239,106
Upper West Side,Work at Home,2017,Percent,0.11388,107
Upper East Side,Work at Home,2017,Percent,0.06867,108
Central Harlem,Work at Home,2017,Percent,0.05032,110
East Harlem,Work at Home,2017,Percent,0.03538,111
Washington Heights,Work at Home,2017,Percent,0.03601,112
Mott Haven,Work at Home,2017,Percent,0.0254,201
Hunts Point,Work at Home,2017,Percent,0.0254,202
Morrisania,Work at Home,2017,Percent,0.03923,203
Concourse/Highbridge,Work at Home,2017,Percent,0.03789,204
University Heights,Work at Home,2017,Percent,0.04226,205
East Tremont,Work at Home,2017,Percent,0.03923,206
Bedford Park,Work at Home,2017,Percent,0.02317,207
Riverdale,Work at Home,2017,Percent,0.0373,208
Unionport/Soundview,Work at Home,2017,Percent,0.01819,209
Throgs Neck,Work at Home,2017,Percent,0.03174,210
Pelham Parkway,Work at Home,2017,Percent,0.02433,211
Williamsbridge,Work at Home,2017,Percent,0.00846,212
Williamsburg/Greenpoint,Work at Home,2017,Percent,0.07867,301
Fort Greene/Brooklyn Hts,Work at Home,2017,Percent,0.06705,302
Bedford Stuyvesant,Work at Home,2017,Percent,0.04297,303
Bushwick,Work at Home,2017,Percent,0.04084,304
East New York,Work at Home,2017,Percent,0.02603,305
Park Slope,Work at Home,2017,Percent,0.07568,306
Sunset Park,Work at Home,2017,Percent,0.03125,307
Crown Heights North,Work at Home,2017,Percent,0.06442,308
Crown Heights South,Work at Home,2017,Percent,0.05237,309
Bay Ridge,Work at Home,2017,Percent,0.03348,310
Bensonhurst,Work at Home,2017,Percent,0.04616,311
Borough Park,Work at Home,2017,Percent,0.04474,312
Flatbush/Midwood,Work at Home,2017,Percent,0.04432,314
Sheepshead Bay,Work at Home,2017,Percent,0.05157,315
East Flatbush,Work at Home,2017,Percent,0.03203,317
Canarsie,Work at Home,2017,Percent,0.02992,318
Astoria,Work at Home,2017,Percent,0.04841,401
Sunnyside/Woodside,Work at Home,2017,Percent,0.03245,402
Jackson Heights,Work at Home,2017,Percent,0.02478,403
Elmhurst/Corona,Work at Home,2017,Percent,0.01854,404
Ridgewood/Glendale,Work at Home,2017,Percent,0.02556,405
Rego Park/Forest Hills,Work at Home,2017,Percent,0.03784,406
Flushing,Work at Home,2017,Percent,0.02239,407
Fresh Meadows/Briarwood,Work at Home,2017,Percent,0.04153,408
Woodhaven,Work at Home,2017,Percent,0.03273,409
Howard Beach,Work at Home,2017,Percent,0.01436,410
Bayside,Work at Home,2017,Percent,0.03334,411
Jamaica/St. Albans,Work at Home,2017,Percent,0.02434,412
Queens Village,Work at Home,2017,Percent,0.02052,413
The Rockaways,Work at Home,2017,Percent,0.03518,414
St. George,Work at Home,2017,Percent,0.02506,501
South Beach,Work at Home,2017,Percent,0.0213,502
Tottenville,Work at Home,2017,Percent,0.02358,503
Bronx,Work at Home,2017,Percent,0.02814,36005
Brooklyn,Work at Home,2017,Percent,0.04555,36047
Manhattan,Work at Home,2017,Percent,0.06979,36061
Queens,Work at Home,2017,Percent,0.02877,36081
Staten Island,Work at Home,2017,Percent,0.02345,36085
New York City,Work at Home,2017,Percent,0.04255,3651000
Battery Park/Tribeca,Work at Home,2018,Percent,0.08507,101
Greenwich Village,Work at Home,2018,Percent,0.08507,102
Lower East Side,Work at Home,2018,Percent,0.05649,103
Chelsea/Clinton,Work at Home,2018,Percent,0.07777,104
Midtown Business District,Work at Home,2018,Percent,0.07777,105
Murray Hill/Stuyvesant,Work at Home,2018,Percent,0.07043,106
Upper West Side,Work at Home,2018,Percent,0.1079,107
Upper East Side,Work at Home,2018,Percent,0.06859,108
Manhattanville,Work at Home,2018,Percent,0.05343,109
Central Harlem,Work at Home,2018,Percent,0.06122,110
East Harlem,Work at Home,2018,Percent,0.05935,111
Washington Heights,Work at Home,2018,Percent,0.0774,112
Mott Haven,Work at Home,2018,Percent,0.01761,201
Hunts Point,Work at Home,2018,Percent,0.01761,202
Morrisania,Work at Home,2018,Percent,0.02929,203
Concourse/Highbridge,Work at Home,2018,Percent,0.02896,204
University Heights,Work at Home,2018,Percent,0.08076,205
East Tremont,Work at Home,2018,Percent,0.02929,206
Bedford Park,Work at Home,2018,Percent,0.04588,207
Riverdale,Work at Home,2018,Percent,0.04049,208
Unionport/Soundview,Work at Home,2018,Percent,0.0339,209
Throgs Neck,Work at Home,2018,Percent,0.0286,210
Pelham Parkway,Work at Home,2018,Percent,0.00807,211
Williamsbridge,Work at Home,2018,Percent,0.0273,212
Williamsburg/Greenpoint,Work at Home,2018,Percent,0.06718,301
Fort Greene/Brooklyn Hts,Work at Home,2018,Percent,0.06215,302
Bedford Stuyvesant,Work at Home,2018,Percent,0.07643,303
Bushwick,Work at Home,2018,Percent,0.04662,304
East New York,Work at Home,2018,Percent,0.02643,305
Park Slope,Work at Home,2018,Percent,0.08362,306
Sunset Park,Work at Home,2018,Percent,0.03712,307
Crown Heights North,Work at Home,2018,Percent,0.05403,308
Crown Heights South,Work at Home,2018,Percent,0.04787,309
Bay Ridge,Work at Home,2018,Percent,0.04753,310
Bensonhurst,Work at Home,2018,Percent,0.02964,311
Borough Park,Work at Home,2018,Percent,0.03298,312
Coney Island,Work at Home,2018,Percent,0.04534,313
Flatbush/Midwood,Work at Home,2018,Percent,0.04715,314
Sheepshead Bay,Work at Home,2018,Percent,0.04107,315
East Flatbush,Work at Home,2018,Percent,0.02919,317
Canarsie,Work at Home,2018,Percent,0.02315,318
Astoria,Work at Home,2018,Percent,0.03977,401
Sunnyside/Woodside,Work at Home,2018,Percent,0.02342,402
Jackson Heights,Work at Home,2018,Percent,0.02788,403
Elmhurst/Corona,Work at Home,2018,Percent,0.02433,404
Ridgewood/Glendale,Work at Home,2018,Percent,0.02246,405
Rego Park/Forest Hills,Work at Home,2018,Percent,0.07459,406
Flushing,Work at Home,2018,Percent,0.0203,407
Fresh Meadows/Briarwood,Work at Home,2018,Percent,0.04661,408
Woodhaven,Work at Home,2018,Percent,0.04247,409
Howard Beach,Work at Home,2018,Percent,0.02022,410
Bayside,Work at Home,2018,Percent,0.02293,411
Jamaica/St. Albans,Work at Home,2018,Percent,0.01417,412
Queens Village,Work at Home,2018,Percent,0.01917,413
The Rockaways,Work at Home,2018,Percent,0.0265,414
St. George,Work at Home,2018,Percent,0.03102,501
South Beach,Work at Home,2018,Percent,0.02083,502
Tottenville,Work at Home,2018,Percent,0.03435,503
Bronx,Work at Home,2018,Percent,0.03384,36005
Brooklyn,Work at Home,2018,Percent,0.04643,36047
Manhattan,Work at Home,2018,Percent,0.07406,36061
Queens,Work at Home,2018,Percent,0.02904,36081
Staten Island,Work at Home,2018,Percent,0.02935,36085
New York City,Work at Home,2018,Percent,0.04501,3651000
Battery Park/Tribeca,Bicycle,2019,Percent,0.02558,101
Greenwich Village,Bicycle,2019,Percent,0.02558,102
Lower East Side,Bicycle,2019,Percent,0.04837,103
Chelsea/Clinton,Bicycle,2019,Percent,0.02359,104
Midtown Business District,Bicycle,2019,Percent,0.02359,105
Murray Hill/Stuyvesant,Bicycle,2019,Percent,0.03514,106
Upper West Side,Bicycle,2019,Percent,0.02477,107
Upper East Side,Bicycle,2019,Percent,0.01279,108
Central Harlem,Bicycle,2019,Percent,0.00962,110
Washington Heights,Bicycle,2019,Percent,0.00327,112
Mott Haven,Bicycle,2019,Percent,0.00332,201
Hunts Point,Bicycle,2019,Percent,0.00332,202
Morrisania,Bicycle,2019,Percent,0.00345,203
Concourse/Highbridge,Bicycle,2019,Percent,0,204
University Heights,Bicycle,2019,Percent,0,205
East Tremont,Bicycle,2019,Percent,0.00345,206
Bedford Park,Bicycle,2019,Percent,0.00998,207
Riverdale,Bicycle,2019,Percent,0.00241,208
Unionport/Soundview,Bicycle,2019,Percent,0.00344,209
Throgs Neck,Bicycle,2019,Percent,0.01043,210
Pelham Parkway,Bicycle,2019,Percent,0.00567,211
Williamsbridge,Bicycle,2019,Percent,0.00319,212
Williamsburg/Greenpoint,Bicycle,2019,Percent,0.04524,301
Fort Greene/Brooklyn Hts,Bicycle,2019,Percent,0.02633,302
Bedford Stuyvesant,Bicycle,2019,Percent,0.03194,303
Bushwick,Bicycle,2019,Percent,0.02457,304
East New York,Bicycle,2019,Percent,0.00036,305
Park Slope,Bicycle,2019,Percent,0.04342,306
Sunset Park,Bicycle,2019,Percent,0.02255,307
Crown Heights North,Bicycle,2019,Percent,0.03136,308
Crown Heights South,Bicycle,2019,Percent,0.00968,309
Bay Ridge,Bicycle,2019,Percent,0.01351,310
Bensonhurst,Bicycle,2019,Percent,0.00973,311
Borough Park,Bicycle,2019,Percent,0.01043,312
Coney Island,Bicycle,2019,Percent,0.01783,313
Flatbush/Midwood,Bicycle,2019,Percent,0.01082,314
Sheepshead Bay,Bicycle,2019,Percent,0.01215,315
Brownsville,Bicycle,2019,Percent,0.01198,316
East Flatbush,Bicycle,2019,Percent,0.00271,317
Canarsie,Bicycle,2019,Percent,0.00074,318
Astoria,Bicycle,2019,Percent,0.0184,401
Sunnyside/Woodside,Bicycle,2019,Percent,0.02328,402
Jackson Heights,Bicycle,2019,Percent,0.0139,403
Elmhurst/Corona,Bicycle,2019,Percent,0.00888,404
Ridgewood/Glendale,Bicycle,2019,Percent,0.0117,405
Rego Park/Forest Hills,Bicycle,2019,Percent,0.0017,406
Flushing,Bicycle,2019,Percent,0.00059,407
Fresh Meadows/Briarwood,Bicycle,2019,Percent,0,408
Woodhaven,Bicycle,2019,Percent,0.00388,409
Howard Beach,Bicycle,2019,Percent,0.00299,410
Bayside,Bicycle,2019,Percent,0.00254,411
Jamaica/St. Albans,Bicycle,2019,Percent,0.00084,412
Queens Village,Bicycle,2019,Percent,0.00202,413
The Rockaways,Bicycle,2019,Percent,0.01158,414
St. George,Bicycle,2019,Percent,0,501
South Beach,Bicycle,2019,Percent,0,502
Tottenville,Bicycle,2019,Percent,0.00126,503
Bronx,Bicycle,2019,Percent,0.00427,36005
Brooklyn,Bicycle,2019,Percent,0.01837,36047
Manhattan,Bicycle,2019,Percent,0.02326,36061
Queens,Bicycle,2019,Percent,0.00722,36081
Staten Island,Bicycle,2019,Percent,0.00044,36085
New York City,Bicycle,2019,Percent,0.01339,3651000
Battery Park/Tribeca,"Carpool, Taxi, Other",2019,Percent,0.05346,101
Greenwich Village,"Carpool, Taxi, Other",2019,Percent,0.05346,102
Lower East Side,"Carpool, Taxi, Other",2019,Percent,0.03768,103
Chelsea/Clinton,"Carpool, Taxi, Other",2019,Percent,0.06858,104
Midtown Business District,"Carpool, Taxi, Other",2019,Percent,0.06858,105
Murray Hill/Stuyvesant,"Carpool, Taxi, Other",2019,Percent,0.07794,106
Upper West Side,"Carpool, Taxi, Other",2019,Percent,0.06097,107
Upper East Side,"Carpool, Taxi, Other",2019,Percent,0.0741,108
Central Harlem,"Carpool, Taxi, Other",2019,Percent,0.03812,110
Washington Heights,"Carpool, Taxi, Other",2019,Percent,0.02928,112
Mott Haven,"Carpool, Taxi, Other",2019,Percent,0.03929,201
Hunts Point,"Carpool, Taxi, Other",2019,Percent,0.03929,202
Morrisania,"Carpool, Taxi, Other",2019,Percent,0.06142,203
Concourse/Highbridge,"Carpool, Taxi, Other",2019,Percent,0.03758,204
University Heights,"Carpool, Taxi, Other",2019,Percent,0.05092,205
East Tremont,"Carpool, Taxi, Other",2019,Percent,0.06142,206
Bedford Park,"Carpool, Taxi, Other",2019,Percent,0.03295,207
Riverdale,"Carpool, Taxi, Other",2019,Percent,0.06376,208
Unionport/Soundview,"Carpool, Taxi, Other",2019,Percent,0.05726,209
Throgs Neck,"Carpool, Taxi, Other",2019,Percent,0.06117,210
Pelham Parkway,"Carpool, Taxi, Other",2019,Percent,0.03592,211
Williamsbridge,"Carpool, Taxi, Other",2019,Percent,0.10747,212
Williamsburg/Greenpoint,"Carpool, Taxi, Other",2019,Percent,0.03855,301
Fort Greene/Brooklyn Hts,"Carpool, Taxi, Other",2019,Percent,0.02949,302
Bedford Stuyvesant,"Carpool, Taxi, Other",2019,Percent,0.03051,303
Bushwick,"Carpool, Taxi, Other",2019,Percent,0.02626,304
East New York,"Carpool, Taxi, Other",2019,Percent,0.05828,305
Park Slope,"Carpool, Taxi, Other",2019,Percent,0.0244,306
Sunset Park,"Carpool, Taxi, Other",2019,Percent,0.09843,307
Crown Heights North,"Carpool, Taxi, Other",2019,Percent,0.03252,308
Crown Heights South,"Carpool, Taxi, Other",2019,Percent,0.0289,309
Bay Ridge,"Carpool, Taxi, Other",2019,Percent,0.06451,310
Bensonhurst,"Carpool, Taxi, Other",2019,Percent,0.05264,311
Borough Park,"Carpool, Taxi, Other",2019,Percent,0.08841,312
